description,deployed,phrase_count,doc_type,source,type,createdOn,enabled,matching,rollup,display_type,search_terms,effective_range,word_count,review,param_keys,banner_url,id,use_qec,confidence,groups,updatedOn,priority,param_values,field_name,_version_,sourceType,param_policies,name,surface_form,redirect_url,field_values
coverage,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,lte,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/better-matters/?intmcp=INT-SEA-NON-SE-coverage-051614-DE-SR-LP-T"" campaign-code=""intmcp=INT-SEA-NON-SE-coverage-051614-DE-SR-LP-T"" search-banner=""coverage""><img src='https://ss7.vzw.com/is/image/VerizonWireless/d-search-banner-coverage?$jpeg80$&scl=1' alt='Coverage Locator: Visit the Coverage LOcator to view the coverage map for your area' title='Coverage Locator: Visit the Coverage LOcator to view the coverage map for your area' style='width:100%'></a>",3d407ebf-f6e9-4abf-bd66-8880c6c68096,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779838611460,,,lte-desktop,,,
kate spade,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,designer,,,approved,,"<a href=""//www.verizonwireless.com/accessories/kate-spade/?intcmp=INT-SEA-NON-CS-kate_spade-092214-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-kate_spade-092214-DE-SR-LP-T"" search-banner=""kate spade""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-katespade-d-110615?$jpeg100$&scl=1' alt='Kate Spade New York' title='Kate Spade New York' style='width:100%'></a>",3d799117-131d-4023-8052-e70a0c041bf8,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779839660032,,,designer-desktop,,,
vz messages android - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,eGifting,,,approved,,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",3db2cfcf-3c55-41cf-934a-108d48203c6b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779839660033,,,eGifting-mobile,,,
samsung galaxy note 5,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,Samsung Galaxy Note5,,,approved,,"<a href=""//www.verizonwireless.com/smartphones/samsung-galaxy-note-5/?intcmp=INT-SEA-NON-CS-samsungnote5-111915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-samsungnote5-111915-DE-SR-LP-T"" search-banner=""samsung galaxy note 5""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-samsung-gold-31458-dt?&wid=700&bgc=f6f6f6' alt='Samsung Galaxy Note5: Samsung Galaxy Note5 on Verizon' title='Samsung Galaxy Note5: Samsung Galaxy Note5 on Verizon' style='width:100%'></a>",3e2aba13-6d8d-4b5c-b1a2-ee16fc9d5530,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779839660034,,,Samsung-Galaxy-Note5-desktop,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,gusto,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",3e55f4e5-c2d6-4a1f-90ac-5aa745bc1782,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779839660035,,,gusto-mobile,,,
beats by dre,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,powerbeats,,,approved,,"<a href=""//www.verizonwireless.com/accessories/beats/?intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" search-banner=""beats by dre""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-beats-d-110415?$jpeg100$&scl=1' alt='Beats by Dre' title='Beats by Dre' style='width:100%'></a>",3e785cb6-6462-491e-9f82-03e67a3c24f4,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779839660036,,,powerbeats-desktop,,,
securing mobile device,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,securing,,,approved,,"<a href=""//www.verizonwireless.com/support/securing-your-mobile-device/?intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-DE-SR-SU-T"" search-banner=""securing mobile device""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-security-d?$jpeg100$&scl=1' alt='Protect your personal information from theft, loss and threats.' title='Protect your personal information from theft, loss and threats.' style='width:100%'></a>",4025a010-3ad7-4aff-b529-f8c3da184a5f,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779839660037,,,securing-desktop,,,
nest cam - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,camera,,,approved,,"<a href=""//www.verizonwireless.com/accessories/nest/?intcmp=INT-SEA-NON-CS-nest_cam-061715-MO-SR-DV-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-nest_cam-061715-MO-SR-DV-BO"" search-banner=""nest cam - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-nest-m-110615?$jpeg100$&scl=1' alt='Shop Nest' title='Shop Nest' style='width:100%'></a>",40aa4822-4729-4950-9f4a-f252a8a73a45,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779839660038,,,camera-mobile,,,
vz messages android - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,texting,,,approved,,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",4132b986-250d-43a7-abac-ae1ead64cc39,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779840708608,,,texting-mobile,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,gear,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",419b6964-7a1d-4ea0-b136-0afe6a2a9b07,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779840708609,,,gear-mobile,,,
call forwarding - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,forwarding,,,approved,,"<a href=""//www.verizonwireless.com/support/call-forwarding-faqs/?intcmp=INT-SEA-NON-SE-call_forwarding-091114-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-call_forwarding-091114-MO-SR-SU-BO"" search-banner=""call forwarding - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-call-forwarding?$jpeg80$&scl=1' alt='My Verizon CALL FORWARDING' title='My Verizon CALL FORWARDING' style='width:100%'></a>",4202f569-6781-47ed-85f1-ca604a1ea71a,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779840708610,,,forwarding-mobile,,,
gtm iphone 6s plus gng,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,6s plus accessories,,,approved,,"<a href=""http://www.verizonwireless.com/accessories/iphone-6s-plus/?intcmp=INT-SEA-NON-AC-iphone_6s_plus_gng-09122015-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-AC-iphone_6s_plus_gng-09122015-DE-SR-LP-T"" search-banner=""gtm iphone 6s plus gng""><img src='https://ss7.vzw.com/is/image/VerizonWireless/site-search-iphone6s-plus-accy-po-d?$defaultScaleJPG$' alt='iPhone 6s Plus Accessories' title='iPhone 6s Plus Accessories' style='width:100%'></a>",42bb5a65-3222-4990-b80a-b60dba3a3a4a,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779840708611,,,6s-plus-accessories-desktop,,,
cloud - support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,transfer,,,approved,,"<a href=""//www.verizonwireless.com/support/verizon-cloud-faqs/?intcmp=INT-SEA-NON-SE-cloud_support-112414-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-cloud_support-112414-DE-SR-SU-T"" search-banner=""cloud - support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/d-search-banner-cloud-support?$jpeg80$&scl=1' alt='Learn about Verizon Cloud.' title='Learn about Verizon Cloud.' style='width:100%'></a>",43aaf6c8-4c18-4713-84b9-e3cf70b2d4a5,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779840708612,,,transfer-desktop,,,
vz messages ios - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,text,,,approved,,"<a href=""//itunes.apple.com/us/app/verizon-messages/id621469412?mt=8&uo=4&intcmp=INT-SEA-NON-SE-vz_messages_ios-091114-MO-SR-LP-BO"" campaign-code=""&intcmp=INT-SEA-NON-SE-vz_messages_ios-091114-MO-SR-LP-BO"" search-banner=""vz messages ios - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",441ee8ae-4809-423e-a18c-976d4346a9d6,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779840708613,,,text-mobile,,,
vz messages android - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,Skype,,,approved,,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",446f13df-34b7-4d29-b85d-610ebb30d5a0,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779841757184,,,Skype-mobile,,,
prepaid - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,no contract,,,approved,,"<a href=""//www.verizonwireless.com/prepaid/smartphone-plans/?intcmp=INT-SEA-NON-AC-prepaid-051915-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-AC-prepaid-051915-MO-SR-LP-BO"" search-banner=""prepaid - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-prepaid-2x?$jpeg80$&scl=1' alt='?PREPAID PLANS & PHONES' title='?PREPAID PLANS & PHONES' style='width:100%'></a>",44a42497-96fc-438f-bf0c-8b1492550f84,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779841757185,,,no-contract-mobile,,,
securing mobile device - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,securing,,,approved,,"<a href=""//www.verizonwireless.com/support/securing-your-mobile-device/?intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-MO-SR-SU-BO"" search-banner=""securing mobile device - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-security-m?$jpeg100$&scl=1' alt='Protect your personal information from theft, loss and threats.' title='Protect your personal information from theft, loss and threats.' style='width:100%'></a>",44c40571-5106-4133-b6c2-d031f576cf6b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779841757186,,,securing-mobile,,,
trade in - mobile - support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,trade,,,approved,,"<a href=""//www.verizonwireless.com/support/trade-in-program-faqs/?intcmp=INT-SEA-NON-SE-trade_in_support-120214-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-trade_in_support-120214-MO-SR-SU-BO"" search-banner=""trade in - mobile - support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-tradein-m?$jpeg100$&scl=1' alt='Discover our TRADE-IN PROGRAM' title='Discover our TRADE-IN PROGRAM' style='width:100%'></a>",44ef658c-9a61-4d3f-b4c7-5dd7b71bb1b8,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779841757187,,,trade-mobile,,,
cloud - support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,backup,,,approved,,"<a href=""//www.verizonwireless.com/support/verizon-cloud-faqs/?intcmp=INT-SEA-NON-SE-cloud_support-112414-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-cloud_support-112414-DE-SR-SU-T"" search-banner=""cloud - support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/d-search-banner-cloud-support?$jpeg80$&scl=1' alt='Learn about Verizon Cloud.' title='Learn about Verizon Cloud.' style='width:100%'></a>",45575b80-e88c-446b-b713-f14fe3841252,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779841757188,,,backup-desktop,,,
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,lc11,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",4580c5a5-1329-400f-b949-ea3287aee21f,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779841757189,,,lc11-desktop,,,
reconnect service - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,restart service,,,approved,,"<a href=""https://www.verizonwireless.com/support/reconnect-service-faqs/?intcmp=INT-SEA-NON-SE-reconnect-091114-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-reconnect-091114-MO-SR-SU-BO"" search-banner=""reconnect service - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-reconnect-m?$jpeg100$&scl=1' alt='My Verizon RECONNECT A DEVICE' title='My Verizon RECONNECT A DEVICE' style='width:100%'></a>",45b4505e-3f98-476c-be73-80771efb0eb6,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779841757190,,,restart-service-mobile,,,
advanced calling,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,video call,,,approved,,"<a href=""//www.verizonwireless.com/wcms/consumer/advanced-calling.html?intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" search-banner=""advanced calling""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-hd-calling?$defaultScaleJPG$' alt='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' title='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' style='width:100%'></a>",462b74b7-bc52-4731-8a66-204643675e95,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779842805760,,,video-call-desktop,,,
ringtones - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,ring tones,,,approved,,"<a href=""//www.verizonwireless.com/mobile-living/tech-smarts/how-to-get-and-use-ringtones/?intcmp=INT-SEA-NON-SE-ringtones-032615-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-ringtones-032615-MO-SR-LP-BO"" search-banner=""ringtones - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-ringtones-m?$jpeg100$&scl=1' alt='Ringtones' title='Ringtones' style='width:100%'></a>",46bd5adc-811f-4cd6-ab55-4730d9bb80b0,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779842805761,,,ring-tones-mobile,,,
gtm jetpack,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,hotspot,,,approved,,"<a href=""//www.verizonwireless.com/internet-devices/jetpack-mifi-6620l/?intcmp=INT-SEA-NON-CS-jetpack-092914-DE-SR-DV-T"" campaign-code=""intcmp=INT-SEA-NON-CS-jetpack-092914-DE-SR-DV-T"" search-banner=""gtm jetpack""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-jetpack-mifi-2x?$jpeg80$&scl=2' alt='Verizon Jetpack MIFI' title='Verizon Jetpack MIFI' style='width:100%'></a>",476fada0-e9e8-4631-b132-aabf33814005,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779842805762,,,hotspot-desktop,,,
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,ativ,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",47c7529f-8cc9-4a44-bc04-01792612b865,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779842805763,,,ativ-desktop,,,
motorola support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,razr,,,approved,,"<a href=""//www.verizonwireless.com/support/motorola/?intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" search-banner=""motorola support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-moto-support-d-110615?$jpeg100$&scl=1' alt='Motorola Support' title='Motorola Support' style='width:100%'></a>",47c9455b-5588-4451-9a82-aac465da4627,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779842805764,,,razr-desktop,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,vacation,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",47ca94c0-d2bc-44a8-8cee-3d5402d56f16,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779843854336,,,vacation-desktop,,,
nest cam - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,nest,,,approved,,"<a href=""//www.verizonwireless.com/accessories/nest/?intcmp=INT-SEA-NON-CS-nest_cam-061715-MO-SR-DV-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-nest_cam-061715-MO-SR-DV-BO"" search-banner=""nest cam - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-nest-m-110615?$jpeg100$&scl=1' alt='Shop Nest' title='Shop Nest' style='width:100%'></a>",48f9ea88-f731-4826-b73c-ab4678a5e21b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779843854337,,,nest-mobile,,,
live chat,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,talk to someone,,,approved,,"<a href=""//www.verizonwireless.com/wcms/contact-us.html?intcmp=INT-SEA-NON-SE-live_chat-010715-DE-SR-LP-T#LiveChat"" campaign-code=""intcmp=INT-SEA-NON-SE-live_chat-010715-DE-SR-LP-T#LiveChat"" search-banner=""live chat""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-live-chat-2x?$jpeg80$&scl=2' alt='Live Chat' title='Live Chat' style='width:100%'></a>",49309a0e-6e07-4321-9c9e-7e0ca98385b0,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779843854338,,,talk-to-someone-desktop,,,
